Date,Temperature,Fuel_Price,CPI,Unemployment,IsHoliday
05/02/2010,42.31,2.572,211.0963582,8.106,FALSE
12/02/2010,38.51,2.548,211.24216980000000,8.106,TRUE
19/02/2010,39.93,2.5140000000000000,211.2891429,8.106,FALSE
26/02/2010,46.63,2.5610000000000000,211.3196429,8.106,FALSE
05/03/2010,46.5,2.625,211.3501429,8.106,FALSE
12/03/2010,57.79,2.667,211.3806429,8.106,FALSE
19/03/2010,54.58,2.72,211.21563500000000,8.106,FALSE
26/03/2010,51.45,2.7320000000000000,211.0180424,8.106,FALSE
02/04/2010,62.27,2.719,210.82044990000000,7.808,FALSE
09/04/2010,65.86,2.77,210.62285740000000,7.808,FALSE
16/04/2010,66.32,2.8080000000000000,210.4887,7.808,FALSE
23/04/2010,64.84,2.795,210.4391228,7.808,FALSE
30/04/2010,67.41,2.78,210.3895456,7.808,FALSE
07/05/2010,72.55,2.835,210.33996840000000,7.808,FALSE
14/05/2010,74.78,2.8540000000000000,210.3374261,7.808,FALSE
21/05/2010,76.44,2.826,210.6170934,7.808,FALSE
28/05/2010,80.44,2.759,210.89676060000000,7.808,FALSE
04/06/2010,80.69,2.705,211.1764278,7.808,FALSE
11/06/2010,80.43,2.668,211.4560951,7.808,FALSE
18/06/2010,84.11,2.637,211.4537719,7.808,FALSE
25/06/2010,84.34,2.653,211.33865260000000,7.808,FALSE
02/07/2010,80.91,2.6690000000000000,211.2235333,7.787000000000000,FALSE
09/07/2010,80.48,2.642,211.108414,7.787000000000000,FALSE
16/07/2010,83.15,2.623,211.10038540000000,7.787000000000000,FALSE
23/07/2010,83.36,2.608,211.2351443,7.787000000000000,FALSE
30/07/2010,81.84,2.64,211.36990320000000,7.787000000000000,FALSE
06/08/2010,87.16,2.627,211.5046621,7.787000000000000,FALSE
13/08/2010,87.0,2.6920000000000000,211.63942110000000,7.787000000000000,FALSE
20/08/2010,86.65,2.6640000000000000,211.60336330000000,7.787000000000000,FALSE
27/08/2010,85.22,2.6190000000000000,211.5673056,7.787000000000000,FALSE
03/09/2010,81.21,2.577,211.53124790000000,7.787000000000000,FALSE
10/09/2010,78.69,2.565,211.49519020000000,7.787000000000000,TRUE
17/09/2010,82.11,2.582,211.5224596,7.787000000000000,FALSE
24/09/2010,80.94,2.6240000000000000,211.59722460000000,7.787000000000000,FALSE
01/10/2010,71.89,2.603,211.6719895,7.838000000000000,FALSE
08/10/2010,63.93,2.633,211.74675440000000,7.838000000000000,FALSE
15/10/2010,67.18,2.72,211.81374360000000,7.838000000000000,FALSE
22/10/2010,69.86,2.725,211.8612937,7.838000000000000,FALSE
29/10/2010,69.64,2.716,211.9088438,7.838000000000000,FALSE
05/11/2010,58.74,2.6890000000000000,211.95639390000000,7.838000000000000,FALSE
12/11/2010,59.61,2.728,212.003944,7.838000000000000,FALSE
19/11/2010,51.41,2.7710000000000000,211.88967370000000,7.838000000000000,FALSE
26/11/2010,64.52,2.735,211.74843330000000,7.838000000000000,TRUE
03/12/2010,49.27,2.708,211.60719300000000,7.838000000000000,FALSE
10/12/2010,46.33,2.843,211.4659526,7.838000000000000,FALSE
17/12/2010,49.84,2.8690000000000000,211.40531240000000,7.838000000000000,FALSE
24/12/2010,52.33,2.886,211.4051222,7.838000000000000,FALSE
31/12/2010,48.43,2.943,211.4049321,7.838000000000000,TRUE
07/01/2011,48.27,2.9760000000000000,211.40474190000000,7.742000000000000,FALSE
14/01/2011,35.4,2.983,211.4574109,7.742000000000000,FALSE
21/01/2011,44.04,3.016,211.82723430000000,7.742000000000000,FALSE
28/01/2011,43.83,3.01,212.19705770000000,7.742000000000000,FALSE
04/02/2011,42.27,2.989,212.56688120000000,7.742000000000000,FALSE
11/02/2011,36.39,3.022,212.9367046,7.742000000000000,TRUE
18/02/2011,57.36,3.045,213.2478853,7.742000000000000,FALSE
25/02/2011,62.9,3.065,213.535609,7.742000000000000,FALSE
04/03/2011,59.58,3.2880000000000000,213.8233327,7.742000000000000,FALSE
11/03/2011,53.56,3.4590000000000000,214.11105640000000,7.742000000000000,FALSE
18/03/2011,62.76,3.488,214.3627114,7.742000000000000,FALSE
25/03/2011,69.97,3.4730000000000000,214.59993890000000,7.742000000000000,FALSE
01/04/2011,59.17,3.5240000000000000,214.8371664,7.682,FALSE
08/04/2011,67.84,3.622,215.07439390000000,7.682,FALSE
15/04/2011,71.27,3.7430000000000000,215.29185610000000,7.682,FALSE
22/04/2011,72.99,3.807,215.45990530000000,7.682,FALSE
29/04/2011,72.03,3.81,215.62795440000000,7.682,FALSE
06/05/2011,64.61,3.906,215.7960035,7.682,FALSE
13/05/2011,75.64,3.8990000000000000,215.9640526,7.682,FALSE
20/05/2011,67.63,3.907,215.7339202,7.682,FALSE
27/05/2011,77.72,3.786,215.5037878,7.682,FALSE
03/06/2011,83.0,3.699,215.27365530000000,7.682,FALSE
10/06/2011,83.13,3.648,215.04352290000000,7.682,FALSE
17/06/2011,86.41,3.637,214.99805960000000,7.682,FALSE
24/06/2011,83.58,3.594,215.09109820000000,7.682,FALSE
01/07/2011,85.55,3.5240000000000000,215.18413680000000,7.962000000000000,FALSE
08/07/2011,85.83,3.48,215.27717540000000,7.962000000000000,FALSE
15/07/2011,88.54,3.575,215.3611087,7.962000000000000,FALSE
22/07/2011,85.77,3.6510000000000000,215.4222784,7.962000000000000,FALSE
29/07/2011,86.83,3.682,215.4834482,7.962000000000000,FALSE
05/08/2011,91.65,3.6840000000000000,215.544618,7.962000000000000,FALSE
12/08/2011,90.76,3.638,215.6057878,7.962000000000000,FALSE
19/08/2011,89.94,3.554,215.66931070000000,7.962000000000000,FALSE
26/08/2011,87.96,3.523,215.73322580000000,7.962000000000000,FALSE
02/09/2011,87.83,3.533,215.7971409,7.962000000000000,FALSE
09/09/2011,76.0,3.5460000000000000,215.86105600000000,7.962000000000000,TRUE
16/09/2011,79.94,3.5260000000000000,216.0410526,7.962000000000000,FALSE
23/09/2011,75.8,3.467,216.3758246,7.962000000000000,FALSE
30/09/2011,79.69,3.355,216.71059650000000,7.962000000000000,FALSE
07/10/2011,69.31,3.285,217.0453684,7.8660000000000000,FALSE
14/10/2011,71.74,3.2740000000000000,217.3552733,7.8660000000000000,FALSE
21/10/2011,63.71,3.353,217.5159762,7.8660000000000000,FALSE
28/10/2011,66.57,3.372,217.67667910000000,7.8660000000000000,FALSE
04/11/2011,54.98,3.332,217.837382,7.8660000000000000,FALSE
11/11/2011,59.11,3.2970000000000000,217.99808490000000,7.8660000000000000,FALSE
18/11/2011,62.25,3.3080000000000000,218.2205088,7.8660000000000000,FALSE
25/11/2011,60.14,3.236,218.4676211,7.8660000000000000,TRUE
02/12/2011,48.91,3.1720000000000000,218.7147333,7.8660000000000000,FALSE
09/12/2011,43.93,3.158,218.96184560000000,7.8660000000000000,FALSE
16/12/2011,51.63,3.159,219.17945330000000,7.8660000000000000,FALSE
23/12/2011,47.96,3.112,219.3577216,7.8660000000000000,FALSE
30/12/2011,44.55,3.1290000000000000,219.5359898,7.8660000000000000,TRUE
06/01/2012,49.01,3.157,219.71425810000000,7.348,FALSE
13/01/2012,48.53,3.261,219.89252630000000,7.348,FALSE
20/01/2012,54.11,3.2680000000000000,219.98568930000000,7.348,FALSE
27/01/2012,54.26,3.29,220.0788523,7.348,FALSE
03/02/2012,56.55,3.36,220.1720153,7.348,FALSE
10/02/2012,48.02,3.409,220.26517830000000,7.348,TRUE
17/02/2012,45.32,3.51,220.42575860000000,7.348,FALSE
24/02/2012,57.25,3.555,220.636902,7.348,FALSE
02/03/2012,60.96,3.63,220.8480454,7.348,FALSE
09/03/2012,58.76,3.6690000000000000,221.05918870000000,7.348,FALSE
16/03/2012,64.74,3.734,221.21181320000000,7.348,FALSE
23/03/2012,65.93,3.787,221.2864126,7.348,FALSE
30/03/2012,67.61,3.845,221.3610119,7.348,FALSE
06/04/2012,70.43,3.891,221.43561120000000,7.143,FALSE
13/04/2012,69.07,3.891,221.5102105,7.143,FALSE
20/04/2012,66.76,3.877,221.56407370000000,7.143,FALSE
27/04/2012,67.23,3.8140000000000000,221.61793680000000,7.143,FALSE
04/05/2012,75.55,3.7490000000000000,221.6718,7.143,FALSE
11/05/2012,73.77,3.688,221.72566320000000,7.143,FALSE
18/05/2012,70.33,3.63,221.74267400000000,7.143,FALSE
25/05/2012,77.22,3.5610000000000000,221.744944,7.143,FALSE
01/06/2012,77.95,3.5010000000000000,221.7472139,7.143,FALSE
08/06/2012,78.3,3.452,221.7494839,7.143,FALSE
15/06/2012,79.35,3.3930000000000000,221.76264210000000,7.143,FALSE
22/06/2012,78.39,3.346,221.80302110000000,7.143,FALSE
29/06/2012,84.88,3.286,221.8434,7.143,FALSE
06/07/2012,81.57,3.227,221.88377890000000,6.9080000000000000,FALSE
13/07/2012,77.12,3.2560000000000000,221.92415790000000,6.9080000000000000,FALSE
20/07/2012,80.42,3.3110000000000000,221.9327267,6.9080000000000000,FALSE
27/07/2012,82.66,3.407,221.9412954,6.9080000000000000,FALSE
03/08/2012,86.11,3.417,221.9498642,6.9080000000000000,FALSE
10/08/2012,85.05,3.4940000000000000,221.9584329,6.9080000000000000,FALSE
17/08/2012,84.85,3.571,222.03841090000000,6.9080000000000000,FALSE
24/08/2012,77.66,3.62,222.17194570000000,6.9080000000000000,FALSE
31/08/2012,80.49,3.638,222.30548050000000,6.9080000000000000,FALSE
07/09/2012,83.96,3.73,222.4390153,6.9080000000000000,TRUE
14/09/2012,74.97,3.717,222.58201930000000,6.9080000000000000,FALSE
21/09/2012,69.87,3.721,222.7818386,6.9080000000000000,FALSE
28/09/2012,76.08,3.6660000000000000,222.9816579,6.9080000000000000,FALSE
05/10/2012,68.55,3.617,223.1814772,6.5730000000000000,FALSE
12/10/2012,62.99,3.6010000000000000,223.3812965,6.5730000000000000,FALSE
19/10/2012,67.97,3.594,223.4257233,6.5730000000000000,FALSE
26/10/2012,69.16,3.5060000000000000,223.44425130000000,6.5730000000000000,FALSE
02/11/2012,55.32,3.386,223.4627793,6.5730000000000000,FALSE
09/11/2012,61.24,3.3140000000000000,223.48130730000000,6.5730000000000000,FALSE
16/11/2012,52.92,3.252,223.5129105,6.5730000000000000,FALSE
23/11/2012,56.23,3.2110000000000000,223.56194740000000,6.5730000000000000,TRUE
30/11/2012,52.34,3.207,223.61098420000000,6.5730000000000000,FALSE
07/12/2012,64.12,3.198,223.66002110000000,6.5730000000000000,FALSE
14/12/2012,48.89,3.168,223.7192767,6.5730000000000000,FALSE
21/12/2012,56.02,3.0980000000000000,223.8398455,6.5730000000000000,FALSE
28/12/2012,44.79,3.108,223.96041430000000,6.5730000000000000,TRUE
04/01/2013,41.73,3.161,224.080983,6.525,FALSE
11/01/2013,50.32,3.2430000000000000,224.2015518,6.525,FALSE
18/01/2013,42.92,3.237,224.23581320000000,6.525,FALSE
25/01/2013,53.37,3.227,224.23555180000000,6.525,FALSE
01/02/2013,56.46,3.2440000000000000,224.2352903,6.525,FALSE
08/02/2013,56.67,3.417,224.23502890000000,6.525,TRUE
15/02/2013,49.66,3.475,224.2760526,6.525,FALSE
22/02/2013,50.25,3.597,224.4202895,6.525,FALSE
01/03/2013,48.01,3.7110000000000000,224.56452630000000,6.525,FALSE
08/03/2013,50.81,3.658,224.70876320000000,6.525,FALSE
15/03/2013,55.33,3.622,224.8356808,6.525,FALSE
22/03/2013,63.42,3.611,224.9193005,6.525,FALSE
29/03/2013,51.0,3.6060000000000000,225.0029202,6.525,FALSE
05/04/2013,58.59,3.583,225.08653990000000,6.314,FALSE
12/04/2013,62.72,3.529,225.17015960000000,6.314,FALSE
19/04/2013,67.1,3.451,225.17015960000000,6.314,FALSE
26/04/2013,59.23,3.417,225.17015960000000,6.314,FALSE
03/05/2013,66.66,3.386,,,FALSE
10/05/2013,63.9,3.392,,,FALSE
17/05/2013,69.53,3.4540000000000000,,,FALSE
24/05/2013,77.19,3.4940000000000000,,,FALSE
31/05/2013,78.02,3.466,,,FALSE
07/06/2013,76.44,3.4390000000000000,,,FALSE
14/06/2013,79.86,3.431,,,FALSE
21/06/2013,81.35,3.4790000000000000,,,FALSE
28/06/2013,83.94,3.495,,,FALSE
05/07/2013,79.85,3.4220000000000000,,,FALSE
12/07/2013,83.12,3.4,,,FALSE
19/07/2013,79.26,3.556,,,FALSE
26/07/2013,81.54,3.62,,,FALSE